rank	doc_id	score	passage_preview	start_line
39	47245	1.004434	﻿The Project Gutenberg eBook of Battles of English History	1
40	24725	1.003962	﻿The Project Gutenberg eBook of Stories from English History	1
41	20900	1.003650	﻿The Project Gutenberg eBook of English Past and Present	1
42	32477	1.003508	﻿The Project Gutenberg eBook of The Future of English Poetry	1
43	7187	1.003505	﻿The Project Gutenberg eBook of Seven English Cities	1
44	34251	1.003223	﻿The Project Gutenberg eBook of English As We Speak It in Ireland	1
45	7201	1.002812	﻿The Project Gutenberg eBook of A History of English Literature	1
46	71332	1.002694	﻿The Project Gutenberg eBook of History in English words	1
47	16358	1.002685	﻿The Project Gutenberg eBook of The English Gipsies and Their Language	1
48	17585	1.002529	﻿The Project Gutenberg eBook of English Embroidered Bookbindings	1
49	11327	1.002398	﻿The Project Gutenberg eBook of English Literature: Modern	1
50	44289	1.002293	﻿The Project Gutenberg eBook of An Outline of English Speech-craft	1
51	70528	1.002252	﻿The Project Gutenberg eBook of English printers' ornaments	1
52	14529	1.002210	﻿The Project Gutenberg eBook of The Old English Physiologus	1
53	21342	1.002195	﻿The Project Gutenberg eBook of The Principles of English Versification	1
54	33654	1.002101	﻿The Project Gutenberg eBook of The Old English Herbals	1
55	62810	1.002020	﻿The Project Gutenberg eBook of How to Visit the English Cathedrals	1
56	43250	1.002008	﻿The Project Gutenberg eBook of Our Little English Cousin	1
57	64536	1.001918	﻿The Project Gutenberg eBook of English Folk-Song and Dance	1
58	57124	1.001793	﻿The Project Gutenberg eBook of Chats on English China	1
59	40028	1.001790	﻿The Project Gutenberg eBook of Royal English Bookbindings	1
60	28766	1.001782	﻿The Project Gutenberg eBook of Elements of Gaelic Grammar	1
61	17594	1.001775	﻿The Project Gutenberg eBook of Lectures on Language, as Particularly Connected with English Grammar	1
62	13403	1.001662	﻿The Project Gutenberg eBook of English Travellers of the Renaissance	1
63	62064	1.001547	﻿The Project Gutenberg eBook of Rules of the Western Grammar School, Brompton	1
64	11935	1.001516	﻿The Project Gutenberg eBook of Mysticism in English Literature	1
65	12421	1.001477	﻿The Project Gutenberg eBook of Practical Exercises in English	1
66	25000	1.001389	﻿The Project Gutenberg eBook of English Book Collectors	1
67	47714	1.001230	﻿The Project Gutenberg eBook of English Heraldic Book-stamps	1
68	23186	1.001201	﻿The Project Gutenberg eBook of The Handbook to English Heraldry	1
69	7815	1.001190	﻿The Project Gutenberg eBook of Hereward, the Last of the English	1
70	29214	1.001123	﻿The Project Gutenberg eBook of Dialogues in French and English	1
71	7787	1.001087	﻿The Project Gutenberg eBook of A Complete Grammar of Esperanto	1
72	6320	1.001012	﻿The Project Gutenberg eBook of English literary criticism	1
73	14241	1.000990	﻿The Project Gutenberg eBook of More English Fairy Tales	1
74	42058	1.000984	﻿The Project Gutenberg eBook of English Narrative Poems	1
75	67804	1.000866	﻿The Project Gutenberg eBook of The First of the English: A Novel	1
76	22577	1.000825	﻿The Project Gutenberg eBook of Practical Grammar and Composition	1
77	18799	1.000825	﻿The Project Gutenberg eBook of The Growth of English Drama	1
78	28097	1.000821	﻿The Project Gutenberg eBook of English: Composition and Literature	1
79	16420	1.000801	﻿The Project Gutenberg eBook of The Arte of English Poesie	1
80	58218	1.000786	﻿The Project Gutenberg eBook of Old English Mansions	1
81	54591	1.000779	﻿The Project Gutenberg eBook of An English Girl in Japan	1
82	45367	1.000721	﻿The Project Gutenberg eBook of Our English Towns and Villages	1
83	15665	1.000694	﻿The Project Gutenberg eBook of New Latin Grammar	1
84	66174	1.000682	﻿The Project Gutenberg eBook of The English Prison System	1
85	2040	1.000671	﻿The Project Gutenberg eBook of Confessions of an English Opium-Eater	1
86	54219	1.000654	﻿The Project Gutenberg eBook of A Little English Gallery	1
87	42614	1.000542	﻿The Project Gutenberg eBook of English Monastic Life	1
88	37848	1.000480	﻿The Project Gutenberg eBook of Old English Chronicles	1
89	71741	1.000421	﻿The Project Gutenberg eBook of The English of military communications	1
90	7439	1.000420	﻿The Project Gutenberg eBook of English Fairy Tales	1
91	55097	1.000380	Author: Douglas English	14
92	41431	1.000344	﻿The Project Gutenberg eBook of The English Lake District	1
93	50439	1.000336	﻿The Project Gutenberg eBook of English Eccentrics and Eccentricities	1
94	22223	1.000293	﻿The Project Gutenberg eBook of English Songs and Ballads	1
95	15053	1.000272	﻿The Project Gutenberg eBook of The Evolution of an English Town	1
96	41298	1.000265	﻿The Project Gutenberg eBook of English Songs and Ballads	1
97	25664	1.000247	﻿The Project Gutenberg eBook of The Earliest Arithmetics in English	1
98	47408	1.000246	﻿The Project Gutenberg eBook of Folk-Lore and Legends: English	1
99	22129	1.000158	Author: Douglas English	14
100	17034	1.000025	﻿The Project Gutenberg eBook of English Fairy Tales	1
