rank	doc_id	score	passage_preview	start_line
32	59570	18.537430	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Charles Bradlaugh	1
33	59785	18.536046	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of James Joyce	1
34	57703	18.533432	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Vaughan Kester	1
35	58195	18.531243	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Edna Ferber	1
36	59194	18.527833	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Alexander Pushkin	1
37	58272	18.527445	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Aleksandr Pushkin	1
38	59393	18.521876	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Herbert Spencer	1
39	59671	18.520154	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bram Stoker	1
40	59706	18.514591	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Stephen Crane	1
41	58329	18.512615	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Oscar Wilde	1
42	59507	18.511025	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Gustave Flaubert	1
43	59767	18.507910	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of William Wood	1
44	59163	18.507323	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Francis Bacon	1
45	57721	18.507030	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Booth Tarkington	1
46	59786	18.506297	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Cornelius Tacitus	1
47	59196	18.505946	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Fyodor Dostoevsky	1
48	57694	18.505360	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Coningsby Dawson	1
49	59408	18.505184	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Ralph Connor	1
50	58382	18.503751	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Hugh Walpole	1
51	58905	18.502933	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of August Strindberg	1
52	59164	18.502436	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of George Gibbs	1
53	59637	18.502057	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of O. Henry	1
54	57716	18.501882	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Samuel Merwin	1
55	58807	18.498385	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Ambrose Bierce	1
56	58777	18.498065	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of George Eliot	1
57	58439	18.497338	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Stephen Leacock	1
58	57706	18.495334	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Henry Lawson	1
59	58025	18.489777	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Friedrich Nietzsche	1
60	59461	18.488969	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Jack London	1
61	59024	18.488680	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Arthur Schopenhauer	1
62	59669	18.487729	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Frederic Remington	1
63	58993	18.486951	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of John Burroughs	1
64	57686	18.486894	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Robert Barr	1
65	58845	18.486894	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Alexander Pope	1
66	59614	18.486030	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Christopher Morley	1
67	59111	18.484075	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Lewis Carroll	1
68	58843	18.481837	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Walt Whitman	1
69	58440	18.474266	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Amelia Barr	1
70	59123	18.473925	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Robert Browning	1
71	57684	18.473071	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Irving Bacheller	1
72	58182	18.467879	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Thomas Dixon	1
73	58302	18.467002	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Baroness Orczy	1
74	59280	18.461641	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Nathaniel Hawthorne	1
75	58739	18.457708	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Benjamin Disraeli	1
76	59228	18.455186	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Anatole France	1
77	58646	18.449465	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Edmund Burke	1
78	59023	18.449409	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Immanuel Kant	1
79	59508	18.448046	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of the Brothers Grimm	1
80	59195	18.445908	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Leon Tolstoy	1
81	58029	18.445492	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Oliver Goldsmith	1
82	59708	18.442971	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Jonathan Swift	1
83	59300	18.436020	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bret Harte	1
84	58075	18.434619	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Arnold Bennett	1
85	58064	18.433685	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Grant Allen	1
86	58478	18.408520	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Anthony Hope	1
87	59766	18.400030	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bayard Taylor	1
88	59670	18.397693	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Upton Sinclair	1
89	58089	18.388183	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Wilkie Collins	1
90	58676	18.386974	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Benjamin Franklin	1
91	57702	18.385373	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Victor Hugo	1
92	59462	18.381393	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Henry James	1
93	59540	18.370604	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of John McElroy	1
94	59391	18.366989	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bertrand Russell	1
95	58825	18.352068	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Jonathan Swift	1
96	58249	18.348238	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Henry Fielding	1
97	59146	18.340845	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of George Cruikshank	1
98	58477	18.337206	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Herman Melville	1
99	59122	18.332308	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Lord Byron	1
100	59359	18.326985	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Fergus Hume	1
