query_id	query	rank	doc_id	score	passage_preview	start_line
3	Philip K Dick	87	41827	24.5535	﻿The Project Gutenberg eBook of Dick Merriwell Abroad; Or, The Ban of the Terrible Ten	1
3	Philip K Dick	88	61174	24.5502	﻿The Project Gutenberg eBook of Dick Merriwell's Day; Or, Iron Nerve	1
3	Philip K Dick	89	21399	24.5289	﻿The Project Gutenberg eBook of Dick and His Cat	1
3	Philip K Dick	90	47012	24.4494	﻿The Project Gutenberg eBook of Dick Darling's Money; or, The Rise of an Office Boy; and Other Stories	1
3	Philip K Dick	91	28951	24.2302	﻿The Project Gutenberg eBook of Frontier service during the rebellion	1
3	Philip K Dick	92	57470	24.0472	﻿The Project Gutenberg eBook of Captured by Apes; or, How Philip Garland Became King of Apeland	1
3	Philip K Dick	93	54484	24.0393	﻿The Project Gutenberg eBook of Cardinal Pole; Or, The Days of Philip and Mary: An Historical Romance	1
3	Philip K Dick	94	64669	23.8859	﻿The Project Gutenberg eBook of Philip Rollo; or, the Scottish Musketeers, Vol. 1 (of 2)	1
3	Philip K Dick	95	64670	23.7355	﻿The Project Gutenberg eBook of Philip Rollo; or, the Scottish Musketeers, Vol. 2 (of 2)	1
3	Philip K Dick	96	5348	23.1345	﻿The Project Gutenberg eBook of Ragged Dick, Or, Street Life in New York with the Boot-Blacks	1
3	Philip K Dick	97	2065	23.1309	﻿The Project Gutenberg eBook of Dick Hamilton's Airship; Or, A Young Millionaire in the Clouds	1
3	Philip K Dick	98	12690	23.1277	﻿The Project Gutenberg eBook of The High School Pitcher; or, Dick & Co. on the Gridley Diamond	1
3	Philip K Dick	99	41879	23.1261	﻿The Project Gutenberg eBook of Dick Merriwell's Pranks; Or, Lively Times in the Orient	1
3	Philip K Dick	100	39800	23.1246	﻿The Project Gutenberg eBook of The Adventures of Dick Trevanion: A Story of Eighteen Hundred and Four	1
4	Jabberwocky	1	9380	16.2853	JABBERWOCKY                            Lewis Carroll	59
4	Jabberwocky	2	35418	15.5841	"and if the story had no other merit, ""The Jabberwocky"" alone would have"	3593
4	Jabberwocky	3	36308	15.4111	JABBERWOCKY                                           29	112
4	Jabberwocky	4	20353	14.9106	Jabberwocky                                   Lewis Carroll        19	86
4	Jabberwocky	5	11483	14.7960	"the Looking-Glass""--""Jabberwocky"" in Latin--C.S."	195
4	Jabberwocky	6	12	12.7992	JABBERWOCKY.	442
4	Jabberwocky	7	23545	11.9073	"Dong with the Luminous Nose"" and Carroll's ""Jabberwocky"" are,"	112
4	Jabberwocky	8	30778	11.7918	"Nothing of its kind better than ""Jabberwocky"" has ever been written,"	1257
4	Jabberwocky	9	23972	11.4494	The Jabberwocky of Authors             _Harry Persons Taber_         437	636
4	Jabberwocky	10	35688	11.3075	JABBERWOCKY	504
4	Jabberwocky	11	10688	11.0747	and Avernus, Jabberwocky, Hornets, Nevermore, Gibraltar, Tamaracks,	462
4	Jabberwocky	12	32587	10.7991	Jabberwocky emerged from the loudspeaker, ending in a chorus of,	2457
4	Jabberwocky	13	61325	10.0914	"did ""gyre and gimbel"" in the immortal poem ""Jabberwocky."""	7357
4	Jabberwocky	14	59004	10.0026	immortal poem, “Jabberwocky,” has become a classic; but even in that	253
4	Jabberwocky	15	42574	9.5496	walk I'll go with you and do what I can in case the Jabberwocky or the	3606
4	Jabberwocky	16	41861	9.4464	toothless Jabberwocky. Miss Talbot tried the effect of cool, insistent	3089
4	Jabberwocky	17	43223	9.3142	JABBERWOCKY.	15223
4	Jabberwocky	18	13784	8.1640	of the Jabberwocky of the Rennes court-martial as it is reported in	98
4	Jabberwocky	19	72054	7.9998	Jabberwocky.	4650
4	Jabberwocky	20	51248	7.9839	"the Carpenter,"" ""Jabberwocky."""	958
4	Jabberwocky	21	35138	7.6783	"Jabberwocky""; even grown-ups dote on ""Little Billee,"" as Thackeray"	730
4	Jabberwocky	22	56208	7.5909	II. Jabberwocky	13472
4	Jabberwocky	23	23800	7.2911	"Lewis Carroll's immortal ""Jabberwocky"" shows much rich humor of the"	3594
4	Jabberwocky	24	35341	7.2553	"""The Jabberwocky,"" _Alice in Wonderland_."	6467
4	Jabberwocky	25	54133	6.8500	Carpenter,” and Marie-Celeste's in the recitation of “Jabberwocky”	6389
4	Jabberwocky	26	23780	6.5493	the forest, and their language was decidedly Jabberwocky. The little	3904
4	Jabberwocky	27	6588	6.4818	Jabberwocky	399
4	Jabberwocky	28	37664	6.0399	"""Good Lord! What can I say? I can recite the Jabberwocky or the alphabet"	4402
4	Jabberwocky	29	65688	5.6202	sense in which we talk of the nonsense of Jabberwocky or the Land where	3853
4	Jabberwocky	30	50807	5.5823	night I would repeat the Jabberwocky. It had taken me a whole week	988
4	Jabberwocky	31	25730	5.3402	pleasurable one word jabberwocky despite the fiercely driven	813
4	Jabberwocky	32	70887	5.2690	The Jabberwocky (Dodgson)	13325
4	Jabberwocky	33	66346	4.7735	the second movement, “Jabberwocky,” the theme of the frightful beast,	12713
4	Jabberwocky	34	38	4.1872	":burble: [from Lewis Carroll's ""Jabberwocky""] v. Like {flame},"	3965
4	Jabberwocky	35	817	3.7886	":burble: /v./  [from Lewis Carroll's ""Jabberwocky""] Like"	2965
4	Jabberwocky	36	32267	3.7527	"""Jabberwocky."" Carroll, with a sense of mathematical neatness, makes"	18104
4	Jabberwocky	37	70546	3.3206	JABBERWOCKY.	8774
4	Jabberwocky	38	3008	3.1765	"[from Lewis Carroll's ""Jabberwocky""] Like flame, but connotes that the source is truly"	8680
5	Gutenberg	1	576	43.8405	﻿           The Project Gutenberg eBook of The Project Gutenberg Web Pages	1
5	Gutenberg	2	673	40.2208	*The Project Gutenberg Etext of Webster's Unabridged Dictionary*	7
5	Gutenberg	3	200	39.3864	﻿The Project Gutenberg eBook of The Project Gutenberg Encyclopedia, Volume 1 of 28	1
5	Gutenberg	4	27045	24.3579	﻿The Project Gutenberg eBook of Project Gutenberg (1971-2008)	1
5	Gutenberg	5	51358	24.3576	﻿The Project Gutenberg eBook of Gutenberg, and the Art of Printing	1
5	Gutenberg	6	27039	24.3568	﻿The Project Gutenberg eBook of Project Gutenberg (1971-2005)	1
5	Gutenberg	7	31632	24.3509	﻿The Project Gutenberg eBook of Project Gutenberg (1971-2009)	1
5	Gutenberg	8	27046	22.3997	﻿The Project Gutenberg eBook of Le Projet Gutenberg (1971-2008)	1
5	Gutenberg	9	27040	22.3971	﻿The Project Gutenberg eBook of Le Projet Gutenberg (1971-2005)	1
5	Gutenberg	10	31634	22.3864	﻿The Project Gutenberg eBook of Le Projet Gutenberg (1971-2009)	1
5	Gutenberg	11	31633	22.3863	﻿The Project Gutenberg eBook of El Proyecto Gutenberg (1971-2009)	1
5	Gutenberg	12	9109	22.3816	﻿The Project Gutenberg eBook of The Project Gutenberg FAQ 2002	1
5	Gutenberg	13	181	22.0828	﻿The Project Gutenberg eBook of The Project Gutenberg RST Manual	1
5	Gutenberg	14	10802	21.9113	THE PROJECT GUTENBERG CD AND DVD IMAGE README.TXT FILE	1
5	Gutenberg	15	14585	20.7673	﻿The Project Gutenberg eBook of ERPANET Case Study: Project Gutenberg	1
5	Gutenberg	16	29441	20.4351	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Plato: An Index	1
5	Gutenberg	17	57714	20.2613	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Don Marquis	1
5	Gutenberg	18	29459	19.9256	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Xenophon: An Index	1
5	Gutenberg	19	59049	19.8030	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Rabelais	1
5	Gutenberg	20	57966	19.7403	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Thackeray	1
5	Gutenberg	21	58975	19.0167	﻿The Project Gutenberg eBook of Index of Project Gutenberg Works on Black History	1
5	Gutenberg	22	59509	18.9580	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Edward Gibbon	1
5	Gutenberg	23	29156	18.9134	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Joseph Conrad: An Index	1
5	Gutenberg	24	11220	18.9115	THE PROJECT GUTENBERG CD AND DVD IMAGE README.TXT FILE	1
5	Gutenberg	25	58383	18.6085	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Anthony Trollope	1
5	Gutenberg	26	29434	18.5527	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Flavius Josephus: An Index	1
5	Gutenberg	27	29430	18.5520	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Hall Caine: An Index	1
