rank	doc_id	score	passage_preview	start_line
50	66760	73.777649	"﻿The Project Gutenberg eBook of ""Next Stop, Nowhere!"""	1
51	66752	73.772846	﻿The Project Gutenberg eBook of Gunnison's Bonanza	1
52	54420	73.754367	﻿The Project Gutenberg eBook of The Practical Astronomer	1
53	14030	73.738164	﻿The Project Gutenberg eBook of Un drame au Labrador	1
54	68123	73.706897	﻿The Project Gutenberg eBook of The chronicles of Michael Danevitch of the Russian Secret Service	1
55	14059	73.702383	﻿The Project Gutenberg eBook of Le Roi des Étudiants	1
56	72111	73.628991	﻿The Project Gutenberg eBook of Dick's retriever	1
57	28351	73.461328	﻿The Project Gutenberg eBook of Dick and His Cat, and Other Tales	1
58	50816	73.460009	﻿The Project Gutenberg eBook of Dick Kent with the Eskimos	1
59	48226	73.454764	﻿The Project Gutenberg eBook of Dick Donnelly of the Paratroops	1
60	54747	73.446031	﻿The Project Gutenberg eBook of Tom, Dick and Harriet	1
61	63499	73.432232	﻿The Project Gutenberg eBook of Dick and Larry: Freshmen	1
62	20119	73.431122	﻿The Project Gutenberg eBook of Ambrotox and Limping Dick	1
63	56714	73.422768	﻿The Project Gutenberg eBook of Dick Lester of Kurrajong	1
64	2489	73.308857	﻿The Project Gutenberg eBook of Moby Dick; Or, The Whale	1
65	2701	73.308281	﻿The Project Gutenberg eBook of Moby Dick; Or, The Whale	1
66	20992	73.276442	﻿The Project Gutenberg eBook of Tom, Dick and Harry	1
67	45626	68.049221	﻿The Project Gutenberg eBook of History of Company K of the 140th Regiment Pennsylvania Volunteers (1862-'65)	1
68	12877	67.873602	"﻿The Project Gutenberg eBook of The First Hundred Thousand: Being the Unofficial Chronicle of a Unit of ""K(1)"""	1
69	50125	66.193432	﻿The Project Gutenberg eBook of The Court of Philip IV.: Spain in Decadence	1
70	63820	64.154651	﻿The Project Gutenberg eBook of Company K, First Alabama Regiment; or, Three Years in the Confederate Service	1
71	664	63.994696	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section I, J, K, and L	1
72	50431	63.672745	﻿The Project Gutenberg eBook of Dick Kent with the Mounted Police	1
73	32537	63.664335	﻿The Project Gutenberg eBook of The Newsboy Partners; Or, Who Was Dick Box?	1
74	50505	63.659942	﻿The Project Gutenberg eBook of Dick Kent in the Far North	1
75	52385	63.651213	﻿The Project Gutenberg eBook of Dick Kent with the Malemute Mail	1
76	52207	63.650277	﻿The Project Gutenberg eBook of Dick Kent, Fur Trader	1
77	51848	63.647485	﻿The Project Gutenberg eBook of Dick Kent at Half-Way House	1
78	50275	63.645689	﻿The Project Gutenberg eBook of Dick Kent on Special Duty	1
79	38471	63.638086	﻿The Project Gutenberg eBook of Dick Randall, the Young Athlete	1
80	9150	63.591670	﻿The Project Gutenberg eBook of Dick Sands, the Boy Captain	1
81	12051	63.584370	﻿The Project Gutenberg eBook of Dick Sand: A Captain at Fifteen	1
82	21455	63.516293	﻿The Project Gutenberg eBook of Dick Cheveley: His Adventures and Misadventures	1
83	21459	63.512049	﻿The Project Gutenberg eBook of Dick Onslow Among the Redskins	1
84	28951	60.940263	﻿The Project Gutenberg eBook of Frontier service during the rebellion	1
85	4633	60.487206	﻿The Project Gutenberg eBook of Philip Steele of the Royal Northwest Mounted Police	1
86	6711	60.451418	﻿The Project Gutenberg eBook of Philip Dru: Administrator; A Story of Tomorrow, 1920-1935	1
87	28616	60.444797	﻿The Project Gutenberg eBook of Penshurst Castle in the Time of Sir Philip Sidney	1
88	48571	60.393905	﻿The Project Gutenberg eBook of Philip of Texas: A Story of Sheep Raising in Texas	1
89	52728	57.681191	﻿The Project Gutenberg eBook of Bell's Cathedrals: St. David's	1
90	66016	57.568747	﻿The Project Gutenberg eBook of Observation on the Use and Abuse of Mercury, and on the Precautions Necessary in Its Employment	1
91	71493	57.077121	﻿The Project Gutenberg eBook of Diligent Dick	1
92	18981	56.950838	﻿The Project Gutenberg eBook of Dick the Bank Boy; Or, A Missing Fortune	1
93	40700	56.909402	﻿The Project Gutenberg eBook of Dandy Dick: A Play in Three Acts	1
94	65080	56.815186	﻿The Project Gutenberg eBook of Dick Rodney; or, The Adventures of an Eton Boy	1
95	57470	55.994656	﻿The Project Gutenberg eBook of Captured by Apes; or, How Philip Garland Became King of Apeland	1
96	53133	55.974622	﻿The Project Gutenberg eBook of The High Toby	1
97	54484	55.949523	﻿The Project Gutenberg eBook of Cardinal Pole; Or, The Days of Philip and Mary: An Historical Romance	1
98	64669	55.915633	﻿The Project Gutenberg eBook of Philip Rollo; or, the Scottish Musketeers, Vol. 1 (of 2)	1
99	64670	55.899875	﻿The Project Gutenberg eBook of Philip Rollo; or, the Scottish Musketeers, Vol. 2 (of 2)	1
100	21399	52.383546	﻿The Project Gutenberg eBook of Dick and His Cat	1
