rank	doc_id	score	passage_preview	start_line
43	57721	0.500639	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Booth Tarkington	1
44	59786	0.500629	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Cornelius Tacitus	1
45	59196	0.500625	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Fyodor Dostoevsky	1
46	57694	0.500617	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Coningsby Dawson	1
47	59408	0.500615	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Ralph Connor	1
48	58382	0.500597	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Hugh Walpole	1
49	58905	0.500587	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of August Strindberg	1
50	59164	0.500581	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of George Gibbs	1
51	59637	0.500577	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of O. Henry	1
52	57716	0.500575	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Samuel Merwin	1
53	58807	0.500538	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Ambrose Bierce	1
54	58777	0.500534	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of George Eliot	1
55	58439	0.500527	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Stephen Leacock	1
56	57706	0.500509	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Henry Lawson	1
57	58025	0.500464	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Friedrich Nietzsche	1
58	59461	0.500458	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Jack London	1
59	59024	0.500456	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Arthur Schopenhauer	1
60	59669	0.500449	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Frederic Remington	1
61	58993	0.500443	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of John Burroughs	1
62	57686	0.500443	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Robert Barr	1
63	58845	0.500443	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Alexander Pope	1
64	59614	0.500437	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Christopher Morley	1
65	59111	0.500425	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Lewis Carroll	1
66	59509	0.500417	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Edward Gibbon	1
67	58843	0.500411	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Walt Whitman	1
68	58440	0.500371	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Amelia Barr	1
69	59123	0.500369	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Robert Browning	1
70	57684	0.500365	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Irving Bacheller	1
71	58182	0.500342	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Thomas Dixon	1
72	58302	0.500339	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Baroness Orczy	1
73	59280	0.500318	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Nathaniel Hawthorne	1
74	58739	0.500305	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Benjamin Disraeli	1
75	59228	0.500296	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Anatole France	1
76	58646	0.500279	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Edmund Burke	1
77	59023	0.500279	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Immanuel Kant	1
78	59508	0.500275	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of the Brothers Grimm	1
79	59195	0.500270	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Leon Tolstoy	1
80	58029	0.500269	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Oliver Goldsmith	1
81	59708	0.500262	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Jonathan Swift	1
82	59300	0.500246	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bret Harte	1
83	58075	0.500243	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Arnold Bennett	1
84	58064	0.500241	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Grant Allen	1
85	58478	0.500197	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Anthony Hope	1
86	59766	0.500185	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bayard Taylor	1
87	59670	0.500182	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Upton Sinclair	1
88	58089	0.500171	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Wilkie Collins	1
89	58676	0.500170	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Benjamin Franklin	1
90	57702	0.500168	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Victor Hugo	1
91	59462	0.500164	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Henry James	1
92	59540	0.500153	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of John McElroy	1
93	59391	0.500150	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Bertrand Russell	1
94	58825	0.500138	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Jonathan Swift	1
95	58249	0.500135	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Henry Fielding	1
96	59146	0.500130	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of George Cruikshank	1
97	58477	0.500128	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Herman Melville	1
98	59122	0.500125	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Lord Byron	1
99	59359	0.500121	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Fergus Hume	1
100	59409	0.500119	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Works of Havelock Ellis	1
