rank	doc_id	score	passage_preview	start_line
74	14030	1.000046	﻿The Project Gutenberg eBook of Un drame au Labrador	1
75	3317	1.000043	﻿The Project Gutenberg eBook of Now It Can Be Told	1
76	65577	1.000043	﻿The Project Gutenberg eBook of Adventures in Journalism	1
77	43930	1.000038	﻿The Project Gutenberg eBook of The Cat: Its Natural History; Domestic Varieties; Management and Treatment	1
78	48278	1.000034	﻿The Project Gutenberg eBook of Rites and Ritual: A Plea for Apostolic Doctrine and Worship	1
79	65382	1.000032	﻿The Project Gutenberg eBook of The Crimson West	1
80	51926	1.000024	﻿The Project Gutenberg eBook of The Eighth Year: A Vital Problem of Married Life	1
81	12098	1.000021	﻿The Project Gutenberg eBook of The Elder Brother	1
82	35403	1.000019	﻿The Project Gutenberg eBook of From Bapaume to Passchendaele, 1917	1
83	68123	1.000019	﻿The Project Gutenberg eBook of The chronicles of Michael Danevitch of the Russian Secret Service	1
84	14059	1.000017	﻿The Project Gutenberg eBook of Le Roi des Étudiants	1
85	59960	1.000015	﻿The Project Gutenberg eBook of The Middle of the Road: A Novel	1
86	42914	1.000013	﻿The Project Gutenberg eBook of Gladiator	1
87	11253	1.000000	﻿The Project Gutenberg eBook of The Life of Col. James Gardiner	1
88	12039	1.000000	﻿The Project Gutenberg eBook of Beaumont and Fletcher's Works, Vol. 01 of 10: the Custom of the Country	1
89	41308	1.000000	﻿The Project Gutenberg eBook of The Soul of a Nation	1
90	56375	1.000000	﻿The Project Gutenberg eBook of Sir P.S.: His Astrophel and Stella	1
91	66016	1.000000	﻿The Project Gutenberg eBook of Observation on the Use and Abuse of Mercury, and on the Precautions Necessary in Its Employment	1
92	40044	0.967603	﻿The Project Gutenberg eBook of Journal and Letters of Philip Vickers Fithian: A Plantation Tutor of the Old Dominion, 1773-1774	1
93	12903	0.800086	﻿The Project Gutenberg eBook of Symphonies and Their Meaning; Third Series, Modern Symphonies	1
94	40110	0.800076	﻿The Project Gutenberg eBook of North American Jumping Mice (Genus Zapus)	1
95	36479	0.800046	﻿The Project Gutenberg eBook of Dante: Six Sermons	1
96	10380	0.800006	﻿The Project Gutenberg eBook of Bible Stories and Religious Classics	1
97	50431	0.767329	﻿The Project Gutenberg eBook of Dick Kent with the Mounted Police	1
98	50505	0.764495	﻿The Project Gutenberg eBook of Dick Kent in the Far North	1
99	51848	0.761744	﻿The Project Gutenberg eBook of Dick Kent at Half-Way House	1
100	32537	0.761717	﻿The Project Gutenberg eBook of The Newsboy Partners; Or, Who Was Dick Box?	1
