rank	doc_id	score	passage_preview	start_line
72	58938	44.465812	﻿The Project Gutenberg eBook of English Hours	1
73	9197	44.462743	﻿The Project Gutenberg eBook of English Villages	1
74	67874	44.461843	﻿The Project Gutenberg eBook of Some English Gardens	1
75	4351	44.461633	﻿The Project Gutenberg eBook of The English Constitution	1
76	14469	44.459808	﻿The Project Gutenberg eBook of The English Novel	1
77	16126	44.454483	﻿The Project Gutenberg eBook of English Satires	1
78	33020	44.453113	﻿The Project Gutenberg eBook of English Costume	1
79	43148	44.450884	﻿The Project Gutenberg eBook of An English Squire	1
80	6988	41.837598	Language: English	19
81	14227	37.742394	﻿The Project Gutenberg eBook of On English Homophones	1
82	36646	37.193708	﻿The Project Gutenberg eBook of The Philosophic Grammar of American Languages, as Set Forth by Wilhelm von Humboldt	1
83	11694	36.485720	﻿The Project Gutenberg eBook of The evolution of English lexicography	1
84	44289	36.414216	﻿The Project Gutenberg eBook of An Outline of English Speech-craft	1
85	54318	36.413527	﻿The Project Gutenberg eBook of The English Lakes: A Sketch-Book	1
86	41430	36.403880	﻿The Project Gutenberg eBook of English Lakes: Water-Colours	1
87	28436	36.395360	﻿The Project Gutenberg eBook of A Handbook of the English Language	1
88	71332	36.384137	﻿The Project Gutenberg eBook of History in English words	1
89	12421	36.381111	﻿The Project Gutenberg eBook of Practical Exercises in English	1
90	34251	36.380093	﻿The Project Gutenberg eBook of English As We Speak It in Ireland	1
91	20900	36.378067	﻿The Project Gutenberg eBook of English Past and Present	1
92	23186	36.370604	﻿The Project Gutenberg eBook of The Handbook to English Heraldry	1
93	25000	36.364304	﻿The Project Gutenberg eBook of English Book Collectors	1
94	37342	36.364196	﻿The Project Gutenberg eBook of Medieval English Literature	1
95	29214	36.363586	﻿The Project Gutenberg eBook of Dialogues in French and English	1
96	16358	36.357654	﻿The Project Gutenberg eBook of The English Gipsies and Their Language	1
97	32477	36.356064	﻿The Project Gutenberg eBook of The Future of English Poetry	1
98	28097	36.355236	﻿The Project Gutenberg eBook of English: Composition and Literature	1
99	13403	36.350076	﻿The Project Gutenberg eBook of English Travellers of the Renaissance	1
100	14529	36.349095	﻿The Project Gutenberg eBook of The Old English Physiologus	1
