rank	doc_id	score	passage_preview	start_line
58	1525	0.710131	﻿The Project Gutenberg eBook of The Phoenix and the Turtle	1
59	7574	0.709256	﻿The Project Gutenberg eBook of Widger's Quotes and Images from Cinq Mars by Alfred de Vigny	1
60	7569	0.706990	﻿The Project Gutenberg eBook of Widger's Quotes and Images from Gerfaut by Charles de Bernard	1
61	7565	0.705101	﻿The Project Gutenberg eBook of Quotes and Images From Memoirs of Louis XIV	1
62	8371	0.704528	﻿The Project Gutenberg eBook of The Bible, Douay-Rheims, Book 71: 3 John	1
63	8110	0.703089	﻿The Project Gutenberg eBook of Lincoln Letters	1
64	7579	0.702987	﻿The Project Gutenberg eBook of Widger's Quotes and Images from Madame Chrysantheme by Pierre Loti	1
65	7567	0.701528	﻿The Project Gutenberg eBook of Widger's Quotes and Images from The Ink Stain by René Bazin	1
66	16879	0.701101	﻿The Project Gutenberg eBook of Some One Like You	1
67	7575	0.700080	﻿The Project Gutenberg eBook of Widger's Quotes and Images from Monsieur, Madame, and Bébé by Gustave Droz	1
68	8064	0.697721	﻿The Project Gutenberg eBook of The Bible, King James version, Book 64: 3 John	1
69	7560	0.696079	﻿The Project Gutenberg eBook of Quotes and Images From Memoirs of Count Grammont	1
70	7570	0.694425	﻿The Project Gutenberg eBook of Widger's Quotes and Images from Cosmopolis by Paul Bourget	1
71	23305	0.690246	﻿The Project Gutenberg eBook of The Crooked Man and Other Rhymes	1
72	45478	0.689285	﻿The Project Gutenberg eBook of The Good Girl	1
73	38580	0.688254	﻿The Project Gutenberg eBook of True Heart/Mind	1
74	37295	0.687731	﻿The Project Gutenberg eBook of Soft Candy for Bees	1
75	39714	0.685776	﻿The Project Gutenberg eBook of D.C. Powered Timing Light Model 161.2158 for 12 Volt Ignition Systems	1
76	59019	0.684451	﻿The Project Gutenberg eBook of The Road Away from Revolution	1
77	4	0.683969	﻿The Project Gutenberg eBook of Lincoln's Gettysburg Address	1
78	62307	0.683266	﻿The Project Gutenberg eBook of Every-day heroism	1
79	7576	0.682992	﻿The Project Gutenberg eBook of Widger's Quotes and Images from Monsieur de Camors by Octave Feuillet	1
80	8280	0.681255	﻿The Project Gutenberg eBook of The World English Bible (WEB): 2 Thessalonians	1
81	27078	0.681142	﻿The Project Gutenberg eBook of Senate Resolution 6; 41st Congress, 1st Session	1
82	7564	0.680768	﻿The Project Gutenberg eBook of Quotes and Images From Memoirs of Cardinal De Retz	1
83	8290	0.680523	﻿The Project Gutenberg eBook of The World English Bible (WEB): 2 John	1
84	8360	0.679132	﻿The Project Gutenberg eBook of The Bible, Douay-Rheims, Book 60: 2 Thessalonians	1
85	3686	0.677556	﻿The Project Gutenberg eBook of The Army of the Cumberland	1
86	7547	0.677136	﻿The Project Gutenberg eBook of Quotes and Images from the Writings of Abraham Lincoln	1
87	8053	0.677060	﻿The Project Gutenberg eBook of The Bible, King James version, Book 53: 2 Thessalonians	1
88	32810	0.676296	﻿The Project Gutenberg eBook of The Soldier Turned Farmer	1
89	22082	0.675179	﻿The Project Gutenberg eBook of The Emancipation Proclamation	1
90	8142	0.674504	﻿The Project Gutenberg eBook of The Riot Act	1
91	62206	0.671385	﻿The Project Gutenberg eBook of A few lines against the opening of the Crystal Palace on the Sabbath day	1
92	8284	0.670828	﻿The Project Gutenberg eBook of The World English Bible (WEB): Philemon	1
93	66729	0.669653	﻿The Project Gutenberg eBook of Pneumonia: Its Care and Prevention	1
94	28406	0.668351	﻿The Project Gutenberg eBook of Why I Believe in Scouting for Girls	1
95	8841	0.667258	﻿The Project Gutenberg eBook of Weymouth New Testament in Modern Speech, 2 Thessalonians	1
96	7538	0.665745	﻿The Project Gutenberg eBook of Quotes and Images from the Memoirs of Jacques Casanova de Seingalt	1
97	63692	0.661716	﻿The Project Gutenberg eBook of Familiar Animals	1
98	25553	0.661127	﻿The Project Gutenberg eBook of My Flower-pot	1
99	36006	0.660035	﻿The Project Gutenberg eBook of Diphtheria	1
100	61131	0.659294	﻿The Project Gutenberg eBook of Charles Dwight; or, the missionary's son	1
