rank	doc_id	score	passage_preview	start_line
42	45936	0.000013	Dornröschen hat sicherlich darauf Bezug, und ich wüßte nicht, was diese	2107
43	28938	0.000013	Dornröschen, ein selig Erwachen. Ich, dein Sohn, bin dein Ritter. Ich will	1399
44	29634	0.000013	"1895. April 13. Introduction to opera ""Dornröschen."" Boston, Mass."	10428
45	68883	0.000012	ein Wachsfigurencabinet, in welchem z. B. Dornröschen, von einem	5728
46	2779	0.000012	Dornröschen, die darauf warten, von der Barmherzigkeit und	4692
47	5724	0.000012	into Dornröschen, the Sleeping Beauty of our children's tales.	8067
48	62673	0.000012	so wie Dornröschen in ihrem moosgrünen Bett,	14778
49	62473	0.000011	álmot aludtak, de uj életre keltek s a Dornröschen bennük rejlett örök	5512
50	38502	0.000011	Dornröschen schlummert. Aber als des Jahres letzte Henkerstündlein	3644
51	16248	0.000010	followed in 1902 by 'Dornröschen,' another fairy play accompanied by	7609
52	49199	0.000010	Dornröschen dar, wie der Prinz es gerade wachküßt, das schenkte sie ihm.	766
53	63498	0.000010	auch das verborgene Veilchen und das Dornröschen in der Wildniß.	11724
54	49083	0.000010	vom schlafenden Dornröschen zu Grunde gelegt, und lasse vier schnurrige	8072
55	60500	0.000009	Busens. Sein Lippenpaar ist auch so ein Dornröschen, so knospend, so	11854
56	43393	0.000009	Dornröschen herself, but her money-bags from the spell.  Well, the	8154
57	13814	0.000009	briar round the beautiful maiden (hence named Dornröschen) when the	1114
58	56769	0.000009	Dornröschen selbst, sondern ihre Geldsäcke aus dem Zauberbanne erlöst?	9386
59	47584	0.000007	cocinero del cuento de Dornröschen, lo primero que hizo al despertarse	8651
60	53856	0.000007	Da schlief Dornröschen, die schöne Prinzessin, hinter dem Zauber der	12403
61	30211	0.000007	cuisinier du conte de Dornröschen, la première chose qu'elle fit en se	9016
62	16301	0.000007	klang, von Schneewittchen und Dornröschen erzählend oder von der kleinen	632
63	24782	0.000006	Schlummer geschlossenen Augen auf, wie die Prinzessin Dornröschen im	13605
64	54392	0.000006	has produced several other fairy operas, such as “Dornröschen,” “Die	14968
65	5314	0.000003	50 Little Briar-Rose (Dornröschen)	91
66	25545	0.000003	"""Dornröschen,"" and the more literal"	11958
67	10223	0.000001	Volksgesang und Dornröschen (in der Berliner Nationalgalerie)	62943
