rank	doc_id	score	passage_preview	start_line
34	35815	25.967963	﻿The Project Gutenberg eBook of The International Auxiliary Language Esperanto: Grammar & Commentary	1
35	12524	25.965491	﻿The Project Gutenberg eBook of The Englishing of French Words; the Dialectal Words in Blunden's Poems	1
36	44897	25.870586	﻿The Project Gutenberg eBook of Grammar of the New Zealand language (2nd edition)	1
37	5762	25.551575	﻿The Project Gutenberg eBook of Grammar and Vocabulary of the Lau Language, Solomon Islands	1
38	34595	24.362419	﻿The Project Gutenberg eBook of The English Language	1
39	15127	24.155178	﻿The Project Gutenberg eBook of Pitman's Commercial Spanish Grammar (2nd ed.)	1
40	40550	23.986688	﻿The Project Gutenberg eBook of Plain English	1
41	16737	23.476911	Language: English	19
42	29456	23.401277	﻿The Project Gutenberg eBook of The Comic Latin Grammar: A new and facetious introduction to the Latin tongue	1
43	49832	23.389065	﻿The Project Gutenberg eBook of English Monasteries	1
44	34316	23.233852	﻿The Project Gutenberg eBook of Anglo-Saxon Primer, With Grammar, Notes, and Glossary	1
45	41016	23.197339	﻿The Project Gutenberg eBook of The Land of Song, Book 3. For upper grammar grades	1
46	38880	23.196717	﻿The Project Gutenberg eBook of The Land of Song, Book 2. For lower grammar grades	1
47	6963	23.139813	﻿The Project Gutenberg eBook of Elson Grammar School Literature, book 4	1
48	69603	23.129115	﻿The Project Gutenberg eBook of Bisayan grammar and notes on Bisayan rhetoric and poetics and Filipino dialectology	1
49	57664	23.009610	﻿The Project Gutenberg eBook of The English Lakes	1
50	19807	22.893597	﻿The Project Gutenberg eBook of Sketch of Grammar of the Chippeway Languages	1
51	14070	22.799656	﻿The Project Gutenberg eBook of English Grammar in Familiar Lectures	1
52	42139	22.776607	﻿The Project Gutenberg eBook of The English Lakes	1
53	22129	22.633256	Author: Douglas English	14
54	20789	22.324026	﻿The Project Gutenberg eBook of The Grammar School Boys Snowbound; or, Dick & Co. at Winter Sports	1
55	28436	22.299645	﻿The Project Gutenberg eBook of A Handbook of the English Language	1
56	11694	22.152583	﻿The Project Gutenberg eBook of The evolution of English lexicography	1
57	44289	22.132831	﻿The Project Gutenberg eBook of An Outline of English Speech-craft	1
58	34251	22.073670	﻿The Project Gutenberg eBook of English As We Speak It in Ireland	1
59	23186	22.018936	﻿The Project Gutenberg eBook of The Handbook to English Heraldry	1
60	31277	21.981238	﻿The Project Gutenberg eBook of Anglo-Saxon Grammar and Exercise Book	1
61	71332	21.925414	﻿The Project Gutenberg eBook of History in English words	1
62	12421	21.845694	﻿The Project Gutenberg eBook of Practical Exercises in English	1
63	20900	21.838429	﻿The Project Gutenberg eBook of English Past and Present	1
64	25000	21.827619	﻿The Project Gutenberg eBook of English Book Collectors	1
65	28097	21.651767	﻿The Project Gutenberg eBook of English: Composition and Literature	1
66	14227	21.584427	﻿The Project Gutenberg eBook of On English Homophones	1
67	6320	21.274331	﻿The Project Gutenberg eBook of English literary criticism	1
68	22307	21.210466	﻿The Project Gutenberg eBook of The Grammar School Boys of Gridley; or, Dick & Co. Start Things Moving	1
69	29214	21.193533	﻿The Project Gutenberg eBook of Dialogues in French and English	1
70	16358	21.109864	﻿The Project Gutenberg eBook of The English Gipsies and Their Language	1
71	69236	20.936988	﻿The Project Gutenberg eBook of The high school course in English	1
72	45367	20.893215	﻿The Project Gutenberg eBook of Our English Towns and Villages	1
73	37342	20.889196	﻿The Project Gutenberg eBook of Medieval English Literature	1
74	13403	20.820447	﻿The Project Gutenberg eBook of English Travellers of the Renaissance	1
75	67503	20.698905	﻿The Project Gutenberg eBook of Parts of Speech: Essays on English	1
76	47714	20.696802	﻿The Project Gutenberg eBook of English Heraldic Book-stamps	1
77	50439	20.695721	﻿The Project Gutenberg eBook of English Eccentrics and Eccentricities	1
78	62265	20.618307	﻿The Project Gutenberg eBook of A First Book in Writing English	1
79	55097	20.547987	Author: Douglas English	14
80	24790	20.505120	﻿The Project Gutenberg eBook of Early English Meals and Manners	1
81	67953	20.375490	﻿The Project Gutenberg eBook of Questions at Issue in Our English Speech	1
82	47382	20.358637	﻿The Project Gutenberg eBook of The Sounds of Spoken English: A Manual of Ear Training for English Students	1
83	2040	20.305269	﻿The Project Gutenberg eBook of Confessions of an English Opium-Eater	1
84	46648	20.273482	﻿The Project Gutenberg eBook of An Old English Home and Its Dependencies	1
85	56453	20.182542	﻿The Project Gutenberg eBook of The Egregious English	1
86	39862	20.179340	﻿The Project Gutenberg eBook of English Traits	1
87	58938	20.174074	﻿The Project Gutenberg eBook of English Hours	1
88	4351	20.172785	﻿The Project Gutenberg eBook of The English Constitution	1
89	41448	20.169623	﻿The Project Gutenberg eBook of The Oppressed English	1
90	14469	20.169420	﻿The Project Gutenberg eBook of The English Novel	1
91	9197	20.167476	﻿The Project Gutenberg eBook of English Villages	1
92	43148	20.146777	﻿The Project Gutenberg eBook of An English Squire	1
93	16126	20.146583	﻿The Project Gutenberg eBook of English Satires	1
94	67874	20.144117	﻿The Project Gutenberg eBook of Some English Gardens	1
95	33020	20.132646	﻿The Project Gutenberg eBook of English Costume	1
96	10913	20.120584	﻿The Project Gutenberg eBook of English Poems	1
97	37091	20.117596	﻿The Project Gutenberg eBook of A Song of the English	1
98	37072	20.094803	﻿The Project Gutenberg eBook of A Brief Handbook of English Authors	1
99	38111	20.080285	﻿The Project Gutenberg eBook of English Society	1
100	5430	20.079959	﻿The Project Gutenberg eBook of Preface to a Dictionary of the English Language	1
