rank	doc_id	score	passage_preview	start_line
31	64466	0.200947	zurück. Die Mutter erzählte gerade die Geschichte vom Dornröschen, er	5653
32	51901	0.200879	mir den Weg zur Prinzeß Dornröschen gebahnt hatte -- war eine Lüge! Mit	5084
33	31099	0.192838	when on stable duty, allowed Dornröschen to get caught in her chain.	1408
34	46204	0.187076	Erfolg gehabt. Denn an die hundertjährigen Hecken, die das Dornröschen von	1229
35	12012	0.184522	Kindermärchen vom Dornröschen wird hievon gesungen und gesagt. Denn wenn	1717
36	66391	0.181618	Schneewitschen, Der Rattenfänger von Hamlin, Dornröschen, and all the	3300
37	71774	0.177439	Dornröschen; Marienkind.	6630
38	15070	0.176055	Leben im Mutterschoß wie Dornröschen in den Hecken, bis ein einziger	408
39	18947	0.168165	_Dornröschen_, or the Sleeping Beauty, there are twelve good fays;	6199
40	42286	0.164203	Dornröschen népe, s csak Viktor ketyegett, mint egy ócska falióra: a kis	10251
41	49395	0.162718	Frau Dornröschen. M. 3.--.	8263
42	45936	0.160569	Dornröschen hat sicherlich darauf Bezug, und ich wüßte nicht, was diese	2107
43	28938	0.157055	Dornröschen, ein selig Erwachen. Ich, dein Sohn, bin dein Ritter. Ich will	1399
44	29634	0.155317	"1895. April 13. Introduction to opera ""Dornröschen."" Boston, Mass."	10428
45	68883	0.151953	ein Wachsfigurencabinet, in welchem z. B. Dornröschen, von einem	5728
46	2779	0.150816	Dornröschen, die darauf warten, von der Barmherzigkeit und	4692
47	5724	0.150612	into Dornröschen, the Sleeping Beauty of our children's tales.	8067
48	62673	0.150197	so wie Dornröschen in ihrem moosgrünen Bett,	14778
49	62473	0.146628	álmot aludtak, de uj életre keltek s a Dornröschen bennük rejlett örök	5512
50	38502	0.144860	Dornröschen schlummert. Aber als des Jahres letzte Henkerstündlein	3644
51	16248	0.141740	followed in 1902 by 'Dornröschen,' another fairy play accompanied by	7609
52	49199	0.138007	Dornröschen dar, wie der Prinz es gerade wachküßt, das schenkte sie ihm.	766
53	63498	0.137225	auch das verborgene Veilchen und das Dornröschen in der Wildniß.	11724
54	49083	0.136729	vom schlafenden Dornröschen zu Grunde gelegt, und lasse vier schnurrige	8072
55	60500	0.128630	Busens. Sein Lippenpaar ist auch so ein Dornröschen, so knospend, so	11854
56	43393	0.128498	Dornröschen herself, but her money-bags from the spell.  Well, the	8154
57	13814	0.127966	briar round the beautiful maiden (hence named Dornröschen) when the	1114
58	56769	0.127934	Dornröschen selbst, sondern ihre Geldsäcke aus dem Zauberbanne erlöst?	9386
59	47584	0.116626	cocinero del cuento de Dornröschen, lo primero que hizo al despertarse	8651
60	53856	0.116225	Da schlief Dornröschen, die schöne Prinzessin, hinter dem Zauber der	12403
61	30211	0.113267	cuisinier du conte de Dornröschen, la première chose qu'elle fit en se	9016
62	16301	0.111792	klang, von Schneewittchen und Dornröschen erzählend oder von der kleinen	632
63	24782	0.110141	Schlummer geschlossenen Augen auf, wie die Prinzessin Dornröschen im	13605
64	54392	0.110045	has produced several other fairy operas, such as “Dornröschen,” “Die	14968
65	5314	0.081804	50 Little Briar-Rose (Dornröschen)	91
66	25545	0.070416	"""Dornröschen,"" and the more literal"	11958
67	10223	0.043920	Volksgesang und Dornröschen (in der Berliner Nationalgalerie)	62943
